authors;title;publication_year;approach;approach_detail;downscaling _scale;location_name;control_variable;variable_description;variable_extra_description;response variable;response ecosystem;global_limit_ considered;year;boundary_percapita;territorial_boundary;footprint_percapita;territorial_footprint;overshoot;calculation_resolution;data_reference;social-policy involved;Observations
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Azerbaijan;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.4;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Bangladesh;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.74;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Belgium;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;1.7;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Benin;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.77;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Bolivia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;6.38;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Bosnia and Herzegovina;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;2.82;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Botswana;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.44;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Brazil;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;6.42;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Bulgaria;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;2.4;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Burkina Faso;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.82;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Burundi;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.55;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Cambodia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;2.17;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Cameroon;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.66;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Canada;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;8.99;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Central African Republic;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.92;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Chad;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.61;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Chile;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;1.36;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;China;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;2.68;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Colombia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;1.08;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Congo, Dem. Rep.;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.3;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Congo, Rep.;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.37;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Costa Rica;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.79;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Cote d'Ivoire;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.46;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Croatia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;3.09;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Cuba;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;2.42;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Czech Republic;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;3.64;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Denmark;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;3.71;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Dominican Republic;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.85;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Ecuador;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;2.33;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Egypt, Arab Rep.;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.53;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;El Salvador;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;1.21;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Estonia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;5.21;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Eswatini;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;NA;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Ethiopia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;NA;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Finland;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;5.99;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;France;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;4.52;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Gabon;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.79;;;;
Fanning, A. L., O’Neill, D. W., Hickel, J., & Roux, N. ;The social shortfall and ecological overshoot of nations.;2022;top down;equal share per capita;country;Gambia, The;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;PB was divided for world population for each year ;;;62 TgN/yr;;8.4 kgN/cap;;;;0.72;;;;
